销售日期,单品编码,销售单价(元/千克),销售类型,是否打折销售,打折/原价的计数总量,销量(千克)
2022-12-12,102900011032251,2.1,1,1,4,4.0
2022-12-12,102900011032251,3.5,1,0,24,24.0
2022-12-12,102900011032848,2.3,1,1,1,1.0
2022-12-12,102900011032848,3.9,1,0,2,2.0
2022-12-12,102900011033906,1.6,1,0,28,35.513
2022-12-12,102900011033920,3.6,1,0,6,3.6799999999999997
2022-12-12,102900011033944,15.0,1,0,10,2.896
2022-12-12,102900011034026,2.9,1,1,17,6.069
2022-12-12,102900011034026,4.8,1,0,38,16.317
2022-12-12,102900011034224,2.1,1,1,1,1.0
2022-12-12,102900011034224,3.5,1,0,17,17.0
2022-12-12,102900011034231,1.8,1,1,4,4.0
2022-12-12,102900011034231,2.1,1,1,7,7.0
2022-12-12,102900011034231,3.5,1,0,16,16.0
2022-12-12,102900011034330,3.5,1,1,1,1.0
2022-12-12,102900011034330,5.9,1,0,7,7.0
2022-12-12,102900011035078,19.8,1,0,6,1.4449999999999998
2022-12-12,102900011035511,7.6,1,0,7,4.43
2022-12-12,102900011035764,8.8,1,0,2,1.4500000000000002
2022-12-12,102900011035771,7.0,1,0,3,1.623
2022-12-12,106949711300259,1.8,1,1,9,9.0
2022-12-12,106949711300259,4.5,1,0,42,42.0
2022-12-13,102900005115625,4.0,1,0,2,0.556
2022-12-13,102900005115878,2.8,1,0,14,6.163
2022-12-13,102900005116257,8.0,1,0,10,5.316
2022-12-13,102900005116530,15.0,1,0,37,8.977
2022-12-13,102900005116714,6.0,1,0,48,25.675
2022-12-13,102900005116899,4.0,1,0,38,30.330000000000002
2022-12-13,102900005118817,3.2,1,0,23,9.021
2022-12-13,102900005118831,3.5,1,0,34,34.0
2022-12-13,102900011000571,2.0,1,0,5,3.162
2022-12-13,102900011007464,14.0,1,0,1,0.115
2022-12-13,102900011010891,9.2,1,0,2,1.332
2022-12-13,102900011012482,5.9,1,1,1,1.0
2022-12-13,102900011012482,9.9,1,0,1,1.0
2022-12-13,102900011013274,8.9,1,0,2,2.0
2022-12-13,102900011016701,3.2,1,0,67,32.381
2022-12-13,102900011021842,10.8,1,0,15,15.0
2022-12-13,102900011022849,1.6,1,0,22,12.567
2022-12-13,102900011030059,2.1,1,1,2,2.0
2022-12-13,102900011030059,2.5,1,1,2,2.0
2022-12-13,102900011030059,3.5,1,0,32,32.0
2022-12-13,102900011030097,2.1,1,1,1,1.0
2022-12-13,102900011030097,3.5,1,0,1,1.0
2022-12-13,102900011030134,3.9,1,0,5,5.0
2022-12-13,102900011030141,2.9,1,0,12,12.0
2022-12-13,102900011030912,4.7,1,1,2,2.0
2022-12-13,102900011030912,7.8,1,0,8,8.0
2022-12-13,102900011030929,2.5,1,0,1,1.0
2022-12-13,102900011031100,3.5,1,0,21,21.0
2022-12-13,102900011031926,5.9,1,0,5,5.0
2022-12-13,102900011032022,1.7,1,1,3,3.0
2022-12-13,102900011032022,2.9,1,0,9,9.0
2022-12-13,102900011032213,3.5,1,1,1,1.0
2022-12-13,102900011032213,5.9,1,0,1,1.0
2022-12-13,102900011032237,2.9,1,0,4,4.0
2022-12-13,102900011032244,6.9,1,0,2,2.0
2022-12-13,102900011032251,2.1,1,1,4,4.0
2022-12-13,102900011032251,3.5,1,0,19,19.0
2022-12-13,102900011032732,16.0,1,0,7,1.536
2022-12-13,102900011032848,2.3,1,1,2,2.0
2022-12-13,102900011032848,3.9,1,0,4,4.0
2022-12-13,102900011033906,1.6,1,0,29,35.769
2022-12-13,102900011033920,3.6,1,0,8,5.504
2022-12-13,102900011033944,9.0,1,1,2,0.502
2022-12-13,102900011033944,15.0,1,0,3,0.716
2022-12-13,102900011034026,2.9,1,1,6,2.3520000000000003
2022-12-13,102900011034026,4.8,1,0,24,9.849
2022-12-13,102900011034224,3.5,1,0,3,3.0
2022-12-13,102900011034231,2.1,1,1,1,1.0
2022-12-13,102900011034231,3.5,1,0,15,15.0
2022-12-13,102900011034330,5.9,1,0,14,14.0
2022-12-13,102900011035078,19.8,1,0,7,1.491
2022-12-13,102900011035511,7.6,1,0,4,2.236
2022-12-13,102900011035764,8.8,1,0,3,2.718
2022-12-13,102900011035771,7.0,1,0,4,2.2270000000000003
2022-12-13,106949711300259,2.3,1,1,10,10.0
2022-12-13,106949711300259,4.5,1,0,37,37.0
2022-12-14,102900005115625,4.0,1,0,4,0.8340000000000001
2022-12-14,102900005115878,2.8,1,0,4,1.957
2022-12-14,102900005116257,8.0,1,0,14,6.973
2022-12-14,102900005116530,15.0,1,0,32,8.729000000000001
2022-12-14,102900005116714,7.0,1,0,50,25.014
2022-12-14,102900005116806,2.8,1,0,6,2.464
2022-12-14,102900005116899,4.0,1,0,16,19.825
2022-12-14,102900005118817,4.0,1,0,4,2.172
2022-12-14,102900005118831,3.5,1,0,42,42.0
2022-12-14,102900005122654,9.2,1,0,10,5.46
2022-12-14,102900011000571,2.0,1,0,3,3.1630000000000003
2022-12-14,102900011007044,3.9,1,0,2,2.0
2022-12-14,102900011010891,9.2,1,0,1,0.59
2022-12-14,102900011012482,9.9,1,0,2,2.0
2022-12-14,102900011013274,8.9,1,0,5,5.0
2022-12-14,102900011016701,3.2,1,0,52,23.332
2022-12-14,102900011021842,10.8,1,0,8,8.0
2022-12-14,102900011022849,1.6,1,0,13,10.705
2022-12-14,102900011030059,3.5,1,0,25,25.0
2022-12-14,102900011030097,3.5,1,0,13,13.0
2022-12-14,102900011030134,3.9,1,0,1,1.0
2022-12-14,102900011030141,1.7,1,1,2,2.0
2022-12-14,102900011030141,2.9,1,0,5,5.0
2022-12-14,102900011030912,4.7,1,1,3,3.0
2022-12-14,102900011030912,7.8,1,0,3,3.0
2022-12-14,102900011030929,1.5,1,1,1,1.0
2022-12-14,102900011030929,2.5,1,0,1,1.0
2022-12-14,102900011031100,3.5,1,0,16,16.0
2022-12-14,102900011031926,5.9,1,0,13,13.0
2022-12-14,102900011032022,2.9,1,0,12,12.0
2022-12-14,102900011032213,3.5,1,1,2,2.0
2022-12-14,102900011032237,2.9,1,0,10,10.0
2022-12-14,102900011032244,6.9,1,0,3,3.0
2022-12-14,102900011032251,2.1,1,1,1,1.0
2022-12-14,102900011032251,3.5,1,0,22,22.0
2022-12-14,102900011032350,16.0,1,0,3,0.633
2022-12-14,102900011032848,3.9,1,0,5,5.0
2022-12-14,102900011033906,1.6,1,0,46,64.487
2022-12-14,102900011033920,3.6,1,0,12,7.977
2022-12-14,102900011033937,15.0,1,0,3,1.564
2022-12-14,102900011033944,15.0,1,0,20,4.888
2022-12-14,102900011034026,4.8,1,0,38,15.687
2022-12-14,102900011034224,3.5,1,0,2,2.0
2022-12-14,102900011034231,2.1,1,1,5,5.0
2022-12-14,102900011034231,3.5,1,0,27,27.0
2022-12-14,102900011034330,3.5,1,1,1,1.0
2022-12-14,102900011034330,5.9,1,0,11,12.0
2022-12-14,102900011035078,19.8,1,0,6,1.233
2022-12-14,102900011035511,7.6,1,0,2,1.508
2022-12-14,102900011035764,8.8,1,0,6,4.35
2022-12-14,102900011035771,7.0,1,0,2,0.546
2022-12-14,106949711300259,2.3,1,1,5,5.0
2022-12-14,106949711300259,4.5,1,0,39,39.0
2022-12-15,102900005115878,2.8,1,0,11,4.492
2022-12-15,102900005116257,8.0,1,0,16,8.607
2022-12-15,102900005116530,15.0,1,0,37,8.825
2022-12-15,102900005116714,7.0,1,0,44,25.445
2022-12-15,102900005116806,2.8,1,0,14,6.16
2022-12-15,102900005116899,4.0,1,0,43,41.489
2022-12-15,102900005118817,5.6,1,0,8,2.718
2022-12-15,102900005118831,3.5,1,0,35,35.0
2022-12-15,102900005122654,9.2,1,0,20,10.918
2022-12-15,102900011000571,2.0,1,0,1,1.122
2022-12-15,102900011007044,3.9,1,0,1,1.0
2022-12-15,102900011010891,9.2,1,0,3,1.5070000000000001
2022-12-15,102900011012482,9.9,1,0,3,3.0
2022-12-15,102900011013274,8.9,1,0,1,1.0
2022-12-15,102900011016701,3.2,1,0,61,29.277
2022-12-15,102900011021842,10.8,1,0,18,18.0
2022-12-15,102900011022849,1.6,1,0,31,22.31
2022-12-15,102900011030059,3.5,1,0,41,41.0
2022-12-15,102900011030097,3.5,1,0,5,5.0
2022-12-15,102900011030134,3.9,1,0,3,3.0
2022-12-15,102900011030141,2.9,1,0,14,14.0
2022-12-15,102900011030912,7.8,1,0,8,8.0
2022-12-15,102900011030929,2.5,1,0,3,3.0
2022-12-15,102900011031100,3.5,1,0,26,26.0
2022-12-15,102900011031926,5.9,1,0,6,6.0
2022-12-15,102900011032022,1.7,1,1,4,4.0
2022-12-15,102900011032022,2.9,1,0,25,25.0
2022-12-15,102900011032237,2.9,1,0,2,2.0
2022-12-15,102900011032244,6.9,1,0,4,4.0
2022-12-15,102900011032251,2.1,1,1,1,1.0
2022-12-15,102900011032251,3.5,1,0,46,46.0
2022-12-15,102900011032350,16.0,1,0,2,0.351
2022-12-15,102900011032848,2.3,1,1,2,2.0
2022-12-15,102900011032848,3.9,1,0,9,9.0
2022-12-15,102900011033906,1.6,1,0,62,84.233
2022-12-15,102900011033920,3.6,1,0,18,14.607
2022-12-15,102900011033937,15.0,1,0,6,3.081
2022-12-15,102900011033944,15.0,1,0,20,5.128
2022-12-15,102900011034026,4.8,1,0,50,19.446
2022-12-15,102900011034224,3.5,1,0,7,7.0
2022-12-15,102900011034231,3.5,1,0,38,38.0
2022-12-15,102900011034330,5.9,1,0,12,13.0
2022-12-15,102900011034439,3.9,1,0,3,3.0
2022-12-15,102900011035078,19.8,1,0,2,0.344
2022-12-15,102900011035771,7.0,1,0,5,2.199
2022-12-15,106949711300259,4.5,1,0,42,42.0
2022-12-16,102900005115250,19.8,1,0,1,0.167
2022-12-16,102900005115625,4.8,1,0,2,0.44099999999999995
2022-12-16,102900005115878,3.6,0,0,1,-0.281
2022-12-16,102900005115878,3.6,1,0,17,7.109
2022-12-16,102900005115977,18.0,1,0,2,0.40700000000000003
2022-12-16,102900005116257,8.0,1,0,11,6.37
2022-12-16,102900005116509,9.2,1,0,1,0.469
2022-12-16,102900005116530,15.0,0,0,1,-0.348
2022-12-16,102900005116530,15.0,1,0,53,16.126
2022-12-16,102900005116714,7.0,1,0,45,25.275
2022-12-16,102900005116806,3.2,1,0,7,2.596
2022-12-16,102900005116837,9.2,1,0,1,0.513
2022-12-16,102900005116899,4.0,1,0,47,43.716
2022-12-16,102900005118831,3.5,1,0,47,47.0
2022-12-16,102900011007044,3.9,1,0,1,1.0
2022-12-16,102900011013274,8.9,1,0,2,2.0
2022-12-16,102900011016701,3.2,1,0,66,30.764
2022-12-16,102900011021842,10.8,1,0,13,14.0
2022-12-16,102900011022849,1.6,1,0,25,16.156
2022-12-16,102900011023464,7.0,1,0,1,0.374
2022-12-16,102900011030059,3.5,1,0,14,14.0
2022-12-16,102900011030097,3.5,1,0,15,15.0
2022-12-16,102900011030141,2.9,1,0,22,22.0
2022-12-16,102900011030912,7.8,1,0,18,18.0
2022-12-16,102900011030929,2.5,1,0,1,1.0
2022-12-16,102900011031100,3.5,1,0,26,26.0
2022-12-16,102900011031926,5.9,1,0,8,8.0
2022-12-16,102900011032022,2.9,1,0,33,33.0
2022-12-16,102900011032244,6.9,1,0,2,2.0
2022-12-16,102900011032251,3.5,1,0,43,43.0
2022-12-16,102900011032350,16.0,1,0,2,0.41900000000000004
2022-12-16,102900011032848,3.9,1,0,9,9.0
2022-12-16,102900011033906,1.6,1,0,73,95.776
2022-12-16,102900011033920,3.6,1,0,21,14.045
2022-12-16,102900011033937,15.0,1,0,1,0.475
2022-12-16,102900011033944,15.0,1,0,25,7.0600000000000005
2022-12-16,102900011034026,4.8,1,0,8,2.856
2022-12-16,102900011034224,3.5,1,0,15,15.0
2022-12-16,102900011034231,3.5,0,0,1,-1.0
2022-12-16,102900011034231,3.5,1,0,54,54.0
2022-12-16,102900011034330,5.9,0,0,1,-2.0
2022-12-16,102900011034330,5.9,1,0,10,10.0
2022-12-16,102900011034439,3.9,1,0,2,2.0
2022-12-16,102900011035078,19.8,1,0,7,1.686
2022-12-16,102900011035511,7.6,1,0,2,1.482
2022-12-16,102900011035771,7.0,1,0,8,3.047
2022-12-16,106949711300259,4.5,0,0,2,-2.0
2022-12-16,106949711300259,4.5,1,0,82,82.0
2022-12-17,102900005115250,19.8,1,0,1,0.182
2022-12-17,102900005115625,4.8,1,0,2,0.714
2022-12-17,102900005115823,6.0,1,0,1,0.218
2022-12-17,102900005115878,3.6,1,0,28,11.55
2022-12-17,102900005115977,18.0,1,0,1,0.217
2022-12-17,102900005116257,8.0,1,0,25,12.768
2022-12-17,102900005116509,9.2,1,0,6,4.018
2022-12-17,102900005116530,16.0,1,0,45,11.424
2022-12-17,102900005116714,7.0,1,0,69,43.336
2022-12-17,102900005116806,3.2,1,0,10,4.019
2022-12-17,102900005116899,4.0,1,0,55,44.751
2022-12-17,102900005118817,7.0,1,0,13,4.6
2022-12-17,102900005118831,3.5,1,0,65,65.0
2022-12-17,102900005122654,12.0,1,0,27,14.308
2022-12-17,102900011000328,6.0,1,0,5,1.663
2022-12-17,102900011000571,2.0,1,0,33,28.465
2022-12-17,102900011007471,16.0,1,0,4,0.5900000000000001
2022-12-17,102900011008164,7.0,1,0,38,15.175
2022-12-17,102900011012482,9.9,1,0,3,3.0
2022-12-17,102900011013274,8.9,1,0,6,6.0
2022-12-17,102900011016701,3.2,1,0,90,43.172
2022-12-17,102900011021842,10.8,1,0,48,48.0
2022-12-17,102900011022849,1.6,1,0,34,19.232
2022-12-17,102900011023464,7.0,1,0,1,0.244
2022-12-17,102900011030097,3.5,1,0,12,12.0
2022-12-17,102900011030134,3.9,1,0,5,5.0
2022-12-17,102900011030141,2.9,1,0,9,9.0
2022-12-17,102900011030912,7.8,1,0,8,8.0
2022-12-17,102900011030929,2.5,1,0,2,2.0
2022-12-17,102900011031100,3.5,1,0,40,40.0
2022-12-17,102900011032022,2.9,1,0,16,16.0
2022-12-17,102900011032213,5.9,1,0,3,3.0
2022-12-17,102900011032244,6.9,1,0,2,2.0
2022-12-17,102900011032251,3.5,1,0,30,30.0
2022-12-17,102900011032619,15.0,1,0,1,0.254
2022-12-17,102900011032848,3.9,1,0,11,11.0
2022-12-17,102900011033906,1.6,1,0,53,55.39
2022-12-17,102900011033920,3.6,1,0,2,1.124
2022-12-17,102900011033944,15.0,1,0,35,8.787
2022-12-17,102900011034026,4.8,1,0,2,0.609
2022-12-17,102900011034224,3.5,1,0,11,11.0
2022-12-17,102900011034231,3.5,1,0,5,5.0
2022-12-17,102900011034330,5.9,1,0,26,26.0
2022-12-17,102900011035078,19.8,1,0,13,2.944
2022-12-17,102900011035511,7.6,1,0,10,5.04
2022-12-17,102900011035771,7.0,1,0,7,2.2439999999999998
2022-12-17,102900051004294,6.0,1,0,13,3.9779999999999998
2022-12-17,106949711300259,4.5,1,0,77,77.0
2022-12-18,102900005116257,8.0,1,0,22,12.025
2022-12-18,102900005116530,16.0,1,0,36,8.511
2022-12-18,102900005116714,7.0,1,0,62,33.493
2022-12-18,102900005116806,3.2,1,0,11,4.334
2022-12-18,102900005116899,4.0,1,0,49,38.335
2022-12-18,102900005118831,3.5,1,0,51,51.0
2022-12-18,102900005122654,14.0,1,0,8,4.723
2022-12-18,102900011000328,6.0,1,0,3,0.923
2022-12-18,102900011000571,2.0,1,0,15,11.428
2022-12-18,102900011007471,16.0,1,0,1,0.119
2022-12-18,102900011008164,7.0,1,0,38,15.431000000000001
2022-12-18,102900011012482,9.9,1,0,3,3.0
2022-12-18,102900011013274,8.9,1,0,6,6.0
2022-12-18,102900011016701,3.2,1,0,84,35.418
2022-12-18,102900011021842,10.8,1,0,23,23.0
2022-12-18,102900011022849,1.6,1,0,52,27.056
2022-12-18,102900011023464,7.0,1,0,1,0.302
2022-12-18,102900011030097,3.5,1,0,12,12.0
2022-12-18,102900011030134,3.9,1,0,20,20.0
2022-12-18,102900011030141,2.9,1,0,16,16.0
2022-12-18,102900011030912,7.8,1,0,12,12.0
2022-12-18,102900011030929,2.5,1,0,3,3.0
2022-12-18,102900011031100,3.5,1,0,30,30.0
2022-12-18,102900011031926,5.9,1,0,2,2.0
2022-12-18,102900011032022,2.9,1,0,24,24.0
2022-12-18,102900011032251,3.5,1,0,22,22.0
2022-12-18,102900011032350,16.0,1,0,1,0.163
2022-12-18,102900011032732,18.0,1,0,5,1.307
2022-12-18,102900011032848,3.9,1,0,10,10.0
2022-12-18,102900011033906,1.6,1,0,73,89.423
2022-12-18,102900011033920,3.6,1,0,23,14.605
2022-12-18,102900011033944,15.0,1,0,33,8.849
2022-12-18,102900011034026,4.8,1,0,83,35.469
2022-12-18,102900011034224,3.5,1,0,24,24.0
2022-12-18,102900011034330,5.9,1,0,24,24.0
2022-12-18,102900011035078,19.8,1,0,4,0.965
2022-12-18,102900011035511,7.6,1,0,5,2.475
2022-12-18,102900011035764,8.8,1,0,7,4.943
2022-12-18,106949711300259,4.5,1,0,64,64.0
2022-12-19,102900005115250,19.8,1,0,5,1.051
2022-12-19,102900005115625,5.6,1,0,2,0.72
2022-12-19,102900005115878,4.0,1,0,15,5.127
2022-12-19,102900005116257,8.0,1,0,24,11.56
2022-12-19,102900005116530,16.0,1,0,50,13.067
2022-12-19,102900005116714,7.0,1,0,32,17.027
2022-12-19,102900005116806,3.2,1,0,1,0.57
2022-12-19,102900005116899,4.0,1,0,36,32.196
2022-12-19,102900005118817,8.0,1,0,22,9.35
2022-12-19,102900005118831,3.5,1,0,40,40.0
2022-12-19,102900005122654,14.0,1,0,25,14.305
2022-12-19,102900011000571,2.0,1,0,13,11.377
2022-12-19,102900011007044,3.9,1,0,7,7.0
2022-12-19,102900011008164,7.0,1,0,10,3.607
2022-12-19,102900011010891,9.2,1,0,5,2.3040000000000003
2022-12-19,102900011013274,8.9,1,0,3,3.0
2022-12-19,102900011016701,3.2,0,0,1,-0.443
2022-12-19,102900011016701,3.2,1,0,73,32.918
2022-12-19,102900011021842,10.8,1,0,28,28.0
2022-12-19,102900011022849,1.6,1,0,34,20.002
2022-12-19,102900011023464,7.0,1,0,4,1.25
2022-12-19,102900011030059,2.1,1,1,1,1.0
2022-12-19,102900011030097,3.5,1,0,10,10.0
2022-12-19,102900011030134,3.9,1,0,15,15.0
2022-12-19,102900011030912,7.8,1,0,8,8.0
2022-12-19,102900011031100,3.5,1,0,13,13.0
2022-12-19,102900011031926,5.9,1,0,5,5.0
2022-12-19,102900011032022,1.7,1,1,3,3.0
2022-12-19,102900011032022,2.9,1,0,7,7.0
2022-12-19,102900011032251,2.1,1,1,2,2.0
2022-12-19,102900011032251,3.5,1,0,36,36.0
2022-12-19,102900011032350,16.0,1,0,3,0.37
2022-12-19,102900011032732,18.0,1,0,5,0.825
2022-12-19,102900011032848,3.9,1,0,4,4.0
2022-12-19,102900011033906,1.6,1,0,38,40.257
2022-12-19,102900011033920,3.6,1,0,21,12.613
2022-12-19,102900011033944,9.0,1,1,2,0.46799999999999997
2022-12-19,102900011033944,15.0,1,0,15,3.683
2022-12-19,102900011034026,4.8,1,0,71,30.429
2022-12-19,102900011034224,3.5,1,0,16,16.0
2022-12-19,102900011034330,5.9,1,0,12,12.0
2022-12-19,102900011035511,7.6,1,0,8,3.797
2022-12-19,106949711300259,4.5,1,0,33,33.0
2022-12-20,102900005115878,4.0,1,0,18,7.427
2022-12-20,102900005116257,8.0,1,0,13,6.731
2022-12-20,102900005116530,18.0,1,0,53,13.785
2022-12-20,102900005116714,8.0,1,0,40,23.892
2022-12-20,102900005116899,4.0,1,0,34,31.92
2022-12-20,102900005118817,8.0,1,0,27,9.285
2022-12-20,102900005118831,3.5,1,0,58,58.0
2022-12-20,102900011000328,5.6,1,0,11,3.87
2022-12-20,102900011000571,2.0,1,0,12,9.591
2022-12-20,102900011007044,3.9,1,0,3,3.0
2022-12-20,102900011008164,7.0,1,0,5,1.84
2022-12-20,102900011010891,9.2,1,0,5,2.248
2022-12-20,102900011012482,9.9,1,0,1,1.0
2022-12-20,102900011016701,3.2,1,0,50,19.561
2022-12-20,102900011021842,10.8,1,0,16,16.0
2022-12-20,102900011022849,1.6,1,0,33,20.579
2022-12-20,102900011023464,7.0,1,0,7,3.249
2022-12-20,102900011030097,3.5,1,0,12,12.0
2022-12-20,102900011030134,2.3,1,1,1,1.0
2022-12-20,102900011030134,3.9,1,0,12,12.0
2022-12-20,102900011030912,7.8,1,0,8,8.0
2022-12-20,102900011030929,2.5,1,0,2,2.0
2022-12-20,102900011031100,3.5,1,0,27,27.0
2022-12-20,102900011031926,5.9,1,0,4,4.0
2022-12-20,102900011032022,1.7,1,1,1,1.0
2022-12-20,102900011032022,2.9,1,0,10,10.0
2022-12-20,102900011032244,6.9,1,0,3,3.0
2022-12-20,102900011032251,3.5,1,0,21,21.0
2022-12-20,102900011032848,3.9,1,0,3,3.0
2022-12-20,102900011033906,1.6,1,0,69,84.296
2022-12-20,102900011033920,3.6,1,0,15,10.057
2022-12-20,102900011033944,9.0,1,1,3,0.722
2022-12-20,102900011033944,15.0,1,0,16,4.34
2022-12-20,102900011034026,4.8,1,0,56,21.609
2022-12-20,102900011034224,3.5,1,0,13,13.0
2022-12-20,102900011034330,5.9,1,0,10,10.0
2022-12-20,102900011035078,19.8,1,0,2,0.389
2022-12-20,102900011035511,7.6,1,0,6,3.624
2022-12-20,102900011035764,8.8,1,0,9,7.672
2022-12-20,102900011035771,7.0,1,0,6,2.2279999999999998
2022-12-20,106949711300259,1.8,1,1,1,1.0
2022-12-20,106949711300259,2.3,1,1,5,5.0
2022-12-20,106949711300259,4.5,1,0,51,51.0
2022-12-21,102900005115779,8.0,1,0,20,8.241999999999999
2022-12-21,102900005115878,4.8,1,0,13,5.019
2022-12-21,102900005115977,19.8,1,0,4,0.668
2022-12-21,102900005116257,8.0,1,0,34,17.740000000000002
2022-12-21,102900005116530,18.0,1,0,48,11.893
2022-12-21,102900005116714,8.0,1,0,54,28.709
2022-12-21,102900005116899,4.0,1,0,38,33.993
2022-12-21,102900005118817,8.0,1,0,22,8.659
2022-12-21,102900005118831,3.5,1,0,45,45.0
2022-12-21,102900005122654,14.0,1,0,7,4.885
2022-12-21,102900011000328,5.6,1,0,16,6.209
2022-12-21,102900011000571,2.0,1,0,8,5.306
2022-12-21,102900011007044,3.9,1,0,1,1.0
2022-12-21,102900011010891,9.2,1,0,3,1.67
2022-12-21,102900011013274,8.9,1,0,3,3.0
2022-12-21,102900011016701,3.2,1,0,71,32.723
2022-12-21,102900011021842,10.8,1,0,18,18.0
2022-12-21,102900011022849,1.6,1,0,35,24.427
2022-12-21,102900011023464,7.0,1,0,6,2.658
2022-12-21,102900011030059,3.9,1,0,47,47.0
2022-12-21,102900011030097,3.5,1,0,7,7.0
2022-12-21,102900011030134,3.9,1,0,12,12.0
2022-12-21,102900011030905,4.9,1,0,2,2.0
2022-12-21,102900011030912,7.8,1,0,10,10.0
2022-12-21,102900011030929,2.5,1,0,4,4.0
2022-12-21,102900011031100,3.5,1,0,25,25.0
2022-12-21,102900011031926,5.9,1,0,8,8.0
2022-12-21,102900011032022,1.7,1,1,5,5.0
2022-12-21,102900011032022,2.9,1,0,5,5.0
2022-12-21,102900011032213,5.9,1,0,1,1.0
2022-12-21,102900011032237,2.9,1,0,3,3.0
2022-12-21,102900011032244,6.9,1,0,3,3.0
2022-12-21,102900011032251,2.9,1,0,48,48.0
2022-12-21,102900011032732,7.5,1,1,1,0.207
2022-12-21,102900011032848,3.9,1,0,6,6.0
2022-12-21,102900011033906,1.6,1,0,72,78.08
2022-12-21,102900011033920,4.8,1,0,19,11.466
2022-12-21,102900011033944,7.8,1,1,3,0.756
2022-12-21,102900011033944,13.0,1,0,20,5.202
2022-12-21,102900011034026,2.9,1,1,7,2.541
2022-12-21,102900011034026,3.3,1,1,3,1.323
2022-12-21,102900011034026,4.8,1,0,118,43.785000000000004
2022-12-21,102900011034224,3.5,1,0,16,16.0
2022-12-21,102900011034330,5.9,1,0,18,18.0
2022-12-21,102900011034439,3.9,1,0,1,1.0
2022-12-21,102900011035078,19.8,1,0,10,2.066
2022-12-21,102900011035511,7.6,1,0,13,7.857
2022-12-21,102900011035764,8.8,1,0,3,2.386
2022-12-21,102900011035771,7.0,1,0,11,4.469
2022-12-21,106949711300259,2.3,1,1,2,2.0
2022-12-21,106949711300259,4.5,1,0,65,65.0
2022-12-22,102900005115779,8.0,1,0,17,8.205
2022-12-22,102900005115977,19.8,1,0,1,0.288
2022-12-22,102900005116257,8.0,1,0,17,8.883000000000001
2022-12-22,102900005116530,18.0,1,0,58,14.652
2022-12-22,102900005116714,8.0,1,0,29,16.283
2022-12-22,102900005116899,4.8,1,0,36,34.851
2022-12-22,102900005118817,10.0,1,0,26,9.439
2022-12-22,102900005118831,4.5,1,0,30,30.0
2022-12-22,102900005122654,12.0,0,0,1,-0.502
2022-12-22,102900005122654,12.0,1,0,11,4.858
2022-12-22,102900011000328,5.6,1,0,8,3.87
2022-12-22,102900011000571,2.0,1,0,2,1.989
2022-12-22,102900011013274,8.9,1,0,3,3.0
2022-12-22,102900011016701,3.2,1,0,56,26.236
2022-12-22,102900011021842,10.8,1,0,7,7.0
2022-12-22,102900011022849,1.6,1,0,22,15.193
2022-12-22,102900011030059,2.3,1,1,5,5.0
2022-12-22,102900011030059,3.9,1,0,21,21.0
2022-12-22,102900011030097,2.1,1,1,1,1.0
2022-12-22,102900011030097,3.5,1,0,13,13.0
2022-12-22,102900011030134,3.9,1,0,14,14.0
2022-12-22,102900011030141,2.9,1,0,14,14.0
2022-12-22,102900011030912,4.7,1,1,1,1.0
2022-12-22,102900011030912,7.8,1,0,4,4.0
2022-12-22,102900011030929,1.5,1,1,2,2.0
2022-12-22,102900011030929,2.5,1,0,2,2.0
2022-12-22,102900011031100,3.5,1,0,18,18.0
2022-12-22,102900011031926,5.9,1,0,4,4.0
2022-12-22,102900011032022,2.9,1,0,8,8.0
2022-12-22,102900011032244,6.9,1,0,1,1.0
2022-12-22,102900011032251,2.9,1,0,32,32.0
2022-12-22,102900011032732,15.0,1,0,3,0.45499999999999996
2022-12-22,102900011032848,3.9,1,0,3,3.0
2022-12-22,102900011033906,1.6,1,0,55,54.422
2022-12-22,102900011033920,4.8,1,0,6,3.612
2022-12-22,102900011033944,7.8,1,1,1,0.347
2022-12-22,102900011033944,13.0,1,0,7,1.984
2022-12-22,102900011034026,4.8,1,0,40,17.388
2022-12-22,102900011034224,3.5,1,0,17,19.0
2022-12-22,102900011034330,3.5,1,1,2,2.0
2022-12-22,102900011034330,5.9,1,0,12,12.0
2022-12-22,102900011034439,3.9,1,0,1,1.0
2022-12-22,102900011035078,19.8,1,0,4,0.843
2022-12-22,102900011035511,7.6,1,0,5,2.712
2022-12-22,102900011035764,8.8,1,0,10,5.755
2022-12-22,102900011035771,7.0,1,0,8,2.989
2022-12-22,106949711300259,2.7,1,1,1,1.0
2022-12-22,106949711300259,4.5,1,0,52,52.0
2022-12-23,102900005116257,8.0,1,0,17,8.921
2022-12-23,102900005116530,18.0,1,0,47,10.391
2022-12-23,102900005116714,8.0,1,0,23,13.82
2022-12-23,102900005116899,4.8,1,0,38,35.565
2022-12-23,102900005118817,10.0,1,0,34,11.696
2022-12-23,102900005118831,2.7,1,1,1,1.0
2022-12-23,102900005118831,4.5,1,0,20,20.0
2022-12-23,102900005122654,12.0,1,0,6,3.587
2022-12-23,102900011007044,3.9,1,0,3,3.0
2022-12-23,102900011010891,9.2,1,0,3,1.626
2022-12-23,102900011012482,9.9,1,0,2,2.0
2022-12-23,102900011013274,8.9,1,0,5,5.0
2022-12-23,102900011016701,3.2,1,0,64,28.649
2022-12-23,102900011021842,10.8,1,0,16,16.0
