销售年月,单品编码,销量(千克),打折数量,原价数量
2023-01,102900011035764,22.297,4,23
2023-01,102900011035771,13.728,11,28
2023-01,102900011035788,71.0,0,71
2023-01,102900011036068,1.0,1,0
2023-01,102900051004294,100.727,0,332
2023-01,106930274620090,432.0,49,382
2023-01,106949711300259,2075.0,113,1959
2023-02,102900005115168,5.001,0,11
2023-02,102900005115250,0.186,0,1
2023-02,102900005115748,0.3349999999999999,0,2
2023-02,102900005115762,39.26,0,59
2023-02,102900005115779,9.908,0,29
2023-02,102900005115786,64.295,0,154
2023-02,102900005115793,13.701,0,28
2023-02,102900005115823,88.806,0,180
2023-02,102900005115885,33.136,0,116
2023-02,102900005115908,84.739,0,178
2023-02,102900005115960,436.739,0,441
2023-02,102900005115977,0.94,0,7
2023-02,102900005115984,10.252,0,24
2023-02,102900005116233,0.236,0,1
2023-02,102900005116257,284.803,0,649
2023-02,102900005116509,71.70700000000001,0,157
2023-02,102900005116530,243.797,0,1139
2023-02,102900005116547,17.717,0,63
2023-02,102900005116714,649.596,0,1358
2023-02,102900005116790,61.823,0,89
2023-02,102900005116837,0.518,0,1
2023-02,102900005116899,661.37,0,867
2023-02,102900005116943,2.664,1,12
2023-02,102900005117209,1.736,1,4
2023-02,102900005118817,43.775,0,124
2023-02,102900005118831,509.0,45,464
2023-02,102900005119975,1.2309999999999999,0,5
2023-02,102900005122654,545.986,0,926
2023-02,102900005125808,9.946,0,59
2023-02,102900011000328,51.934000000000005,70,85
2023-02,102900011000571,34.951,0,93
2023-02,102900011001219,10.101,0,26
2023-02,102900011006948,22.564999999999998,0,50
2023-02,102900011007044,61.0,19,42
2023-02,102900011007464,1.373,2,13
2023-02,102900011007471,1.17,1,10
2023-02,102900011007495,0.33799999999999997,0,2
2023-02,102900011008133,1.266,0,3
2023-02,102900011008164,30.96,8,67
2023-02,102900011008485,1.382,0,4
2023-02,102900011008515,2.511,6,4
2023-02,102900011008676,1.116,4,1
2023-02,102900011009277,47.963,0,89
2023-02,102900011009970,14.319,9,14
2023-02,102900011010891,71.626,63,100
2023-02,102900011012482,6.0,2,4
2023-02,102900011012994,8.0,3,5
2023-02,102900011013274,141.0,17,124
2023-02,102900011016701,715.114,0,1900
2023-02,102900011021842,302.0,62,240
2023-02,102900011023464,121.249,0,312
2023-02,102900011023976,62.221,2,87
2023-02,102900011030059,896.0,148,748
2023-02,102900011030097,366.0,98,268
2023-02,102900011030110,474.0,73,401
2023-02,102900011030134,5.0,0,5
2023-02,102900011030141,95.0,4,91
2023-02,102900011030608,3.0,1,2
2023-02,102900011030905,66.0,15,51
2023-02,102900011030929,54.0,17,37
2023-02,102900011031100,799.0,44,755
2023-02,102900011031216,9.0,0,9
2023-02,102900011031926,109.0,15,94
2023-02,102900011032022,317.0,71,246
2023-02,102900011032237,286.0,13,273
2023-02,102900011032244,103.0,9,93
2023-02,102900011032251,932.0,75,857
2023-02,102900011032343,25.798,5,82
2023-02,102900011032350,11.858,1,51
2023-02,102900011032367,17.551,4,60
2023-02,102900011032480,0.8260000000000001,0,7
2023-02,102900011032848,79.0,14,65
2023-02,102900011033906,495.776,0,558
2023-02,102900011033944,107.72999999999999,110,330
2023-02,102900011034026,368.597,164,690
2023-02,102900011034224,138.0,7,131
2023-02,102900011034231,604.0,98,506
2023-02,102900011034330,492.0,120,372
2023-02,102900011034439,136.0,0,136
2023-02,102900011034538,2.0,0,2
2023-02,102900011035078,108.04700000000001,15,421
2023-02,102900011035740,97.0,24,73
2023-02,102900011035764,5.958,1,7
2023-02,102900011035788,46.0,2,44
2023-02,102900011036242,2.0,0,2
2023-02,102900011036266,3.0,0,3
2023-02,102900051000463,9.982,0,25
2023-02,102900051010455,25.424,0,55
2023-02,106930274620090,184.0,22,162
2023-02,106949711300259,946.0,131,815
2023-02,106971533455008,87.0,6,81
2023-03,102900005115168,1.608,0,8
2023-03,102900005115199,36.518,31,167
2023-03,102900005115250,237.975,0,1010
2023-03,102900005115748,27.016,0,60
2023-03,102900005115762,135.542,0,327
2023-03,102900005115786,37.606,0,96
2023-03,102900005115823,156.844,0,332
2023-03,102900005115878,126.41,0,232
2023-03,102900005115885,77.23,0,184
2023-03,102900005115908,0.794,0,2
2023-03,102900005115960,95.889,0,87
2023-03,102900005115977,0.278,0,2
2023-03,102900005116233,2.39,3,6
2023-03,102900005116257,342.936,0,735
2023-03,102900005116509,83.71,0,177
2023-03,102900005116530,99.32600000000001,0,460
2023-03,102900005116639,2.36,3,6
2023-03,102900005116714,470.67,0,1100
2023-03,102900005116790,53.109,0,93
2023-03,102900005116899,428.774,0,602
2023-03,102900005116943,0.207,1,0
2023-03,102900005117209,1.667,2,3
2023-03,102900005118824,68.286,23,178
2023-03,102900005118831,481.0,51,430
2023-03,102900005119975,0.395,0,1
2023-03,102900005122654,53.784,0,95
2023-03,102900005123880,1.743,0,7
2023-03,102900005125815,2.508,5,2
2023-03,102900011000328,8.347,4,20
2023-03,102900011001219,9.099,1,21
2023-03,102900011002414,1.187,0,4
2023-03,102900011006948,23.596,0,48
2023-03,102900011007044,42.0,11,31
2023-03,102900011007464,0.753,0,10
2023-03,102900011007471,0.556,0,4
2023-03,102900011007495,1.448,3,6
2023-03,102900011008164,31.83,3,87
2023-03,102900011008485,0.444,0,1
2023-03,102900011008515,4.259,11,11
2023-03,102900011010891,90.337,7,204
2023-03,102900011013274,118.0,23,95
2023-03,102900011016701,784.763,0,2159
2023-03,102900011021842,190.0,21,164
2023-03,102900011023464,221.907,0,528
2023-03,102900011030059,1175.0,257,914
2023-03,102900011030097,709.0,236,473
2023-03,102900011030110,610.0,225,385
2023-03,102900011030134,38.0,21,17
2023-03,102900011030608,1.0,1,0
2023-03,102900011030905,36.0,10,26
2023-03,102900011031100,799.0,124,675
2023-03,102900011031216,11.0,4,7
2023-03,102900011031926,119.0,34,85
2023-03,102900011032022,309.0,65,244
2023-03,102900011032237,248.0,21,227
2023-03,102900011032244,29.0,23,6
2023-03,102900011032251,1251.0,209,1042
2023-03,102900011032343,50.205,8,118
2023-03,102900011032480,1.398,4,4
2023-03,102900011032848,132.0,18,114
2023-03,102900011033944,140.99099999999999,122,437
2023-03,102900011034026,430.923,251,679
2023-03,102900011034231,1223.0,194,1027
2023-03,102900011034330,446.0,102,344
2023-03,102900011034439,162.0,7,155
2023-03,102900011035078,132.775,79,423
2023-03,102900011035740,71.0,27,44
2023-03,102900011035849,8.668000000000001,0,21
2023-03,102900011036242,38.0,4,34
2023-03,102900051000463,18.149,0,43
2023-03,102900051009336,5.83,12,35
2023-03,102900051010455,103.694,2,238
2023-03,106949711300259,1101.0,122,978
2023-03,106971533455008,316.0,62,253
2023-04,102900005115199,41.836,8,209
2023-04,102900005115250,223.66400000000002,0,1077
2023-04,102900005115762,210.853,0,423
2023-04,102900005115779,21.014,3,56
2023-04,102900005115786,245.49,1,586
2023-04,102900005115823,174.831,0,342
2023-04,102900005115878,128.308,0,263
2023-04,102900005115885,73.164,19,145
2023-04,102900005115908,14.402999999999999,12,24
2023-04,102900005115946,36.353,53,66
2023-04,102900005116219,0.376,0,1
2023-04,102900005116226,2.5709999999999997,0,7
2023-04,102900005116257,459.342,0,948
2023-04,102900005116509,95.646,0,181
2023-04,102900005116639,11.564,10,35
2023-04,102900005116714,441.249,0,973
2023-04,102900005116790,0.395,0,1
2023-04,102900005116899,232.961,0,334
2023-04,102900005117209,1.389,0,5
2023-04,102900005118824,81.637,11,221
2023-04,102900005118831,432.0,23,408
2023-04,102900005119975,8.921,4,18
2023-04,102900005123880,2.637,1,10
2023-04,102900011000328,29.733999999999998,0,89
2023-04,102900011001219,3.88,0,15
2023-04,102900011007044,18.0,6,12
2023-04,102900011007471,0.866,5,3
2023-04,102900011007495,0.178,0,1
2023-04,102900011007969,2.442,0,10
2023-04,102900011008164,65.428,0,137
2023-04,102900011008485,0.115,0,1
2023-04,102900011008515,0.9670000000000001,3,3
2023-04,102900011010891,98.664,20,183
2023-04,102900011013274,84.0,26,58
2023-04,102900011016701,693.803,0,1787
2023-04,102900011021675,2.388,0,6
2023-04,102900011021842,121.0,2,119
2023-04,102900011023464,269.86199999999997,0,599
2023-04,102900011027479,6.386,0,24
2023-04,102900011030059,1074.0,180,894
2023-04,102900011030097,586.0,220,366
2023-04,102900011030110,583.0,171,412
2023-04,102900011030905,3.0,0,3
2023-04,102900011031100,728.0,136,588
2023-04,102900011031216,5.0,2,3
2023-04,102900011031926,99.0,28,71
2023-04,102900011032022,422.0,83,339
2023-04,102900011032237,192.0,24,168
2023-04,102900011032251,727.0,181,546
2023-04,102900011032343,53.076,18,119
2023-04,102900011032848,166.0,17,149
2023-04,102900011033944,110.991,108,321
2023-04,102900011034026,274.269,100,489
2023-04,102900011034231,997.0,105,892
2023-04,102900011034330,387.0,98,289
2023-04,102900011034439,135.0,15,120
2023-04,102900011035078,72.265,35,265
2023-04,102900011035740,79.0,39,40
2023-04,102900011035849,7.87,0,18
2023-04,102900011036242,5.0,1,4
2023-04,102900051000463,36.351,1,76
2023-04,102900051000944,5.061999999999999,6,15
2023-04,102900051010455,151.95,2,289
2023-04,106949711300259,1068.0,200,866
2023-04,106971533450003,143.0,40,101
2023-04,106971533455008,267.0,100,167
2023-05,102900005115168,71.336,0,168
2023-05,102900005115250,144.781,0,711
2023-05,102900005115762,270.735,0,565
2023-05,102900005115779,22.194,0,64
2023-05,102900005115786,404.436,0,956
2023-05,102900005115823,215.385,0,439
2023-05,102900005115878,43.198,0,90
2023-05,102900005115908,80.44,11,173
2023-05,102900005115946,116.899,52,249
2023-05,102900005116257,701.69,0,1406
2023-05,102900005116509,14.076,0,26
2023-05,102900005116639,11.376,13,31
2023-05,102900005116714,466.394,0,1064
2023-05,102900005116899,169.854,0,261
2023-05,102900005118824,48.933,0,150
2023-05,102900005118831,615.0,27,588
2023-05,102900005119975,150.855,0,433
2023-05,102900005125808,1.932,0,12
2023-05,102900005125815,1.631,0,7
2023-05,102900005128748,1.7100000000000002,2,8
2023-05,102900011000328,323.585,0,922
2023-05,102900011001691,9.828,1,22
2023-05,102900011007471,0.609,2,3
2023-05,102900011007969,38.914,0,135
2023-05,102900011008164,237.223,0,498
2023-05,102900011010891,81.013,0,129
2023-05,102900011011058,0.638,2,0
2023-05,102900011013274,30.0,3,27
2023-05,102900011016701,691.641,27,1818
2023-05,102900011022764,25.785999999999998,0,65
2023-05,102900011023464,312.934,0,728
2023-05,102900011027479,0.128,0,1
2023-05,102900011030059,1061.0,66,995
2023-05,102900011030097,644.0,147,497
2023-05,102900011030110,626.0,109,517
2023-05,102900011031100,629.0,17,612
2023-05,102900011031216,2.0,1,1
2023-05,102900011031926,78.0,7,71
2023-05,102900011032022,219.0,49,170
2023-05,102900011032237,41.0,4,37
2023-05,102900011032251,449.0,93,356
2023-05,102900011032343,48.454,12,115
2023-05,102900011032732,0.954,0,4
2023-05,102900011032848,232.0,21,211
2023-05,102900011033173,2.281,0,12
2023-05,102900011033920,18.326999999999998,0,29
2023-05,102900011033944,74.058,65,224
2023-05,102900011033982,1.674,0,3
2023-05,102900011034026,359.454,47,648
2023-05,102900011034231,271.0,24,247
2023-05,102900011034330,412.0,57,355
2023-05,102900011034439,69.0,7,62
2023-05,102900011035078,79.555,33,298
2023-05,102900011035740,46.0,13,33
2023-05,102900011036686,5.0,0,5
2023-05,102900051000463,16.941000000000003,0,29
2023-05,102900051000944,70.771,3,169
2023-05,102900051010455,14.951,0,31
2023-05,102900051010790,0.667,0,4
2023-05,106949711300259,914.0,138,774
2023-05,106971533450003,427.0,109,318
2023-05,106972776821582,27.0,0,27
2023-06,102900005115250,153.803,0,774
2023-06,102900005115762,236.008,0,459
2023-06,102900005115779,45.721000000000004,0,127
2023-06,102900005115786,433.414,0,1024
2023-06,102900005115823,166.023,0,358
2023-06,102900005115908,32.931,0,76
2023-06,102900005115946,165.466,85,346
2023-06,102900005115984,5.098,0,13
2023-06,102900005116257,472.028,0,903
2023-06,102900005116509,60.411,0,98
2023-06,102900005116639,3.18,4,6
2023-06,102900005116714,430.479,1,1004
2023-06,102900005116899,181.081,50,282
2023-06,102900005118817,6.82,0,17
2023-06,102900005118824,86.558,73,164
2023-06,102900005118831,333.0,26,307
2023-06,102900005119975,190.058,0,486
2023-06,102900011000328,258.093,0,731
2023-06,102900011001691,30.698,0,74
2023-06,102900011006948,12.147,0,25
2023-06,102900011007464,1.391,0,9
2023-06,102900011007471,0.746,1,4
2023-06,102900011007969,30.043,0,103
2023-06,102900011008164,349.682,0,742
2023-06,102900011009970,7.042,0,13
2023-06,102900011010891,12.436,0,19
2023-06,102900011013274,16.0,4,12
2023-06,102900011016701,509.695,0,1326
2023-06,102900011018132,2.439,0,6
2023-06,102900011022764,186.95,0,475
2023-06,102900011023464,196.702,0,480
2023-06,102900011026618,9.876,0,25
2023-06,102900011030059,1105.0,133,972
2023-06,102900011030097,680.0,191,489
2023-06,102900011030110,499.0,150,349
2023-06,102900011030929,4.0,4,0
2023-06,102900011031100,687.0,43,644
2023-06,102900011031216,1.0,1,0
2023-06,102900011031926,81.0,3,78
2023-06,102900011032022,441.0,73,368
2023-06,102900011032237,17.0,0,17
2023-06,102900011032251,381.0,13,368
2023-06,102900011032343,59.958,25,180
2023-06,102900011032732,20.08,47,35
2023-06,102900011032848,230.0,19,211
2023-06,102900011033920,62.287,15,112
2023-06,102900011033982,11.156,0,20
2023-06,102900011034026,95.668,16,177
2023-06,102900011034330,401.0,98,303
2023-06,102900011034439,62.0,6,56
2023-06,102900011035078,70.187,41,259
2023-06,102900011035740,35.0,13,22
2023-06,102900011036686,22.0,11,11
2023-06,102900051000463,38.77,0,66
2023-06,102900051000944,147.452,65,290
2023-06,102900051009336,0.182,0,2
2023-06,102900051010455,1.647,0,3
2023-06,106949711300259,650.0,134,516
2023-06,106971533450003,378.0,124,253
2023-06,106972776821582,101.0,4,61
